ADDITIONAL_TEXT;ID_LANGUAGE;PARAMETER_NUMBER;ERROR_TEXT;INVOKE_TYPE
saml.status.DS_10_160;1;2;%1% %2%, Lámpara blanca, fundido filamento principal;samel
saml.status.DS_10_160;5;2;%1% %2%, Lámpara blanca, fundido filamento principal;samel
saml.status.DS_10_161;1;2;%1% %2%, Lámpara blanca, filamento principal en orden;samel
saml.status.DS_10_161;5;2;%1% %2%, Lámpara blanca, filamento principal en orden;samel
saml.status.DS_10_164;1;2;%1% %2%, Lámpara blanca, fundido filamento auxiliar;samel
saml.status.DS_10_164;5;2;%1% %2%, Lámpara blanca, fundido filamento auxiliar;samel
saml.status.DS_10_165;1;2;%1% %2%, Lámpara blanca, filamento auxiliar en orden;samel
saml.status.DS_10_165;5;2;%1% %2%, Lámpara blanca, filamento auxiliar en orden;samel
saml.status.DS_10_168;1;2;%1% %2%, Lámpara blanca 2, fundido filamento principal;samel
saml.status.DS_10_168;5;2;%1% %2%, Lámpara blanca 2, fundido filamento principal;samel
saml.status.DS_10_169;1;2;%1% %2%, Lámpara blanca 2, filamento principal en orden;samel
saml.status.DS_10_169;5;2;%1% %2%, Lámpara blanca 2, filamento principal en orden;samel
saml.status.DS_10_17;1;2;%1% %2%, Lámpara amarilla 2 en orden;samel
saml.status.DS_10_17;5;2;%1% %2%, Lámpara amarilla 2 en orden;samel
saml.status.DS_10_172;1;2;%1% %2%, Lámpara blanca 2, fundido filamento auxiliar;samel
saml.status.DS_10_172;5;2;%1% %2%, Lámpara blanca 2, fundido filamento auxiliar;samel
saml.status.DS_10_173;1;2;%1% %2%, Lámpara blanca 2, filamento auxiliar en orden;samel
saml.status.DS_10_173;5;2;%1% %2%, Lámpara blanca 2, filamento auxiliar en orden;samel
saml.status.DS_10_176;1;2;%1% %2%, Lámpara blanca 3, fundido filamento principal;samel
saml.status.DS_10_176;5;2;%1% %2%, Lámpara blanca 3, fundido filamento principal;samel
saml.status.DS_10_177;1;2;%1% %2%, Lámpara blanca 3, filamento principal en orden;samel
saml.status.DS_10_177;5;2;%1% %2%, Lámpara blanca 3, filamento principal en orden;samel
saml.status.DS_10_180;1;2;%1% %2%, Lámpara blanca 3, fundido filamento auxiliar;samel
saml.status.DS_10_180;5;2;%1% %2%, Lámpara blanca 3, fundido filamento auxiliar;samel
saml.status.DS_10_181;1;2;%1% %2%, Lámpara blanca 3, filamento auxiliar en orden;samel
saml.status.DS_10_181;5;2;%1% %2%, Lámpara blanca 3, filamento auxiliar en orden;samel
saml.status.DS_10_184;1;2;%1% %2%, Lámpara indicadora 1, fundido filamento principal;samel
saml.status.DS_10_184;5;2;%1% %2%, Lámpara indicadora 1, fundido filamento principal;samel
saml.status.DS_10_185;1;2;%1% %2%, Lámpara indicadora 1, filamento principal en orden;samel
saml.status.DS_10_185;5;2;%1% %2%, Lámpara indicadora 1, filamento principal en orden;samel
saml.status.DS_10_188;1;2;%1% %2%, Lámpara indicadora 1, fundido filamento auxiliar;samel
saml.status.DS_10_188;5;2;%1% %2%, Lámpara indicadora 1, fundido filamento auxiliar;samel
saml.status.DS_10_189;1;2;%1% %2%, Lámpara indicadora 1, filamento auxiliar en orden;samel
saml.status.DS_10_189;5;2;%1% %2%, Lámpara indicadora 1, filamento auxiliar en orden;samel
saml.status.DS_10_192;1;2;%1% %2%, Lámpara indicadora 2, fundido filamento principal;samel
saml.status.DS_10_192;5;2;%1% %2%, Lámpara indicadora 2, fundido filamento principal;samel
saml.status.DS_10_193;1;2;%1% %2%, Lámpara indicadora 2, filamento principal en orden;samel
saml.status.DS_10_193;5;2;%1% %2%, Lámpara indicadora 2, filamento principal en orden;samel
saml.status.DS_10_196;1;2;%1% %2%, Lámpara indicadora 2, fundido filamento auxiliar;samel
saml.status.DS_10_196;5;2;%1% %2%, Lámpara indicadora 2, fundido filamento auxiliar;samel
saml.status.DS_10_197;1;2;%1% %2%, Lámpara indicadora 2, filamento auxiliar en orden;samel
saml.status.DS_10_197;5;2;%1% %2%, Lámpara indicadora 2, filamento auxiliar en orden;samel
saml.status.DS_10_20;1;2;%1% %2%, Lámpara amarilla 3 fundida;samel
saml.status.DS_10_20;5;2;%1% %2%, Lámpara amarilla 3 fundida;samel
saml.status.DS_10_200;1;2;%1% %2%, Lámpara indicadora 3, fundido filamento principal;samel
saml.status.DS_10_200;5;2;%1% %2%, Lámpara indicadora 3, fundido filamento principal;samel
saml.status.DS_10_201;1;2;%1% %2%, Lámpara indicadora 3, filamento principal en orden;samel
saml.status.DS_10_201;5;2;%1% %2%, Lámpara indicadora 3, filamento principal en orden;samel
saml.status.DS_10_204;1;2;%1% %2%, Lámpara indicadora 3, fundido filamento auxiliar;samel
saml.status.DS_10_204;5;2;%1% %2%, Lámpara indicadora 3, fundido filamento auxiliar;samel
saml.status.DS_10_205;1;2;%1% %2%, Lámpara indicadora 3, filamento auxiliar en orden;samel
saml.status.DS_10_205;5;2;%1% %2%, Lámpara indicadora 3, filamento auxiliar en orden;samel
saml.status.DS_10_208;1;2;%1% %2%, Lámpara indicadora 4, fundido filamento principal;samel
saml.status.DS_10_208;5;2;%1% %2%, Lámpara indicadora 4, fundido filamento principal;samel
saml.status.DS_10_209;1;2;%1% %2%, Lámpara indicadora 4, filamento principal en orden;samel
saml.status.DS_10_209;5;2;%1% %2%, Lámpara indicadora 4, filamento principal en orden;samel
saml.status.DS_10_21;1;2;%1% %2%, Lámpara amarilla 3 en orden;samel
saml.status.DS_10_21;5;2;%1% %2%, Lámpara amarilla 3 en orden;samel
saml.status.DS_10_212;1;2;%1% %2%, Lámpara indicadora 4, fundido filamento auxiliar;samel
saml.status.DS_10_212;5;2;%1% %2%, Lámpara indicadora 4, fundido filamento auxiliar;samel
saml.status.DS_10_213;1;2;%1% %2%, Lámpara indicadora 4, filamento auxiliar en orden;samel
saml.status.DS_10_213;5;2;%1% %2%, Lámpara indicadora 4, filamento auxiliar en orden;samel
saml.status.DS_10_216;1;2;%1% %2%, Lámpara indicadora 5, fundido filamento principal;samel
saml.status.DS_10_216;5;2;%1% %2%, Lámpara indicadora 5, fundido filamento principal;samel
saml.status.DS_10_217;1;2;%1% %2%, Lámpara indicadora 5, filamento principal en orden;samel
saml.status.DS_10_217;5;2;%1% %2%, Lámpara indicadora 5, filamento principal en orden;samel
saml.status.DS_10_220;1;2;%1% %2%, Lámpara indicadora 5, fundido filamento auxiliar;samel
saml.status.DS_10_220;5;2;%1% %2%, Lámpara indicadora 5, fundido filamento auxiliar;samel
saml.status.DS_10_221;1;2;%1% %2%, Lámpara indicadora 5, filamento auxiliar en orden;samel
saml.status.DS_10_221;5;2;%1% %2%, Lámpara indicadora 5, filamento auxiliar en orden;samel
saml.status.DS_10_224;1;2;%1% %2%, Lámpara indicadora 4 fundida;samel
saml.status.DS_10_224;5;2;%1% %2%, Lámpara indicadora 4 fundida;samel
saml.status.DS_10_225;1;2;%1% %2%, Lámpara indicadora 4 en orden;samel
saml.status.DS_10_225;5;2;%1% %2%, Lámpara indicadora 4 en orden;samel
saml.status.DS_10_228;1;2;%1% %2%, Lámpara morada fundida;samel
saml.status.DS_10_228;5;2;%1% %2%, Lámpara morada fundida;samel
saml.status.DS_10_229;1;2;%1% %2%, Lámpara morada en orden;samel
saml.status.DS_10_229;5;2;%1% %2%, Lámpara morada en orden;samel
saml.status.DS_10_232;1;2;%1% %2%, Lámpara verde izquierda fundida;samel
saml.status.DS_10_232;5;2;%1% %2%, Lámpara verde izquierda fundida;samel
saml.status.DS_10_233;1;2;%1% %2%, Lámpara verde izquierda en orden;samel
saml.status.DS_10_233;5;2;%1% %2%, Lámpara verde izquierda en orden;samel
saml.status.DS_10_236;1;2;%1% %2%, Lámpara verde derecha fundida;samel
saml.status.DS_10_236;5;2;%1% %2%, Lámpara verde derecha fundida;samel
saml.status.DS_10_237;1;2;%1% %2%, Lámpara verde derecha en orden;samel
saml.status.DS_10_237;5;2;%1% %2%, Lámpara verde derecha en orden;samel
saml.status.DS_10_24;1;2;%1% %2%, Lámpara roja fundida;samel
saml.status.DS_10_24;5;2;%1% %2%, Lámpara roja fundida;samel
saml.status.DS_10_240;1;2;%1% %2%, Lámpara morada izquierda fundida;samel
saml.status.DS_10_240;5;2;%1% %2%, Lámpara morada izquierda fundida;samel
saml.status.DS_10_241;1;2;%1% %2%, Lámpara morada izquierda en orden;samel
saml.status.DS_10_241;5;2;%1% %2%, Lámpara morada izquierda en orden;samel
saml.status.DS_10_244;1;2;%1% %2%, Lámpara morada derecha fundida;samel
saml.status.DS_10_244;5;2;%1% %2%, Lámpara morada derecha fundida;samel
saml.status.DS_10_245;1;2;%1% %2%, Lámpara morada derecha en orden;samel
saml.status.DS_10_245;5;2;%1% %2%, Lámpara morada derecha en orden;samel
saml.status.DS_10_248;1;2;%1% %2%, Barra blanca fundida;samel
saml.status.DS_10_248;5;2;%1% %2%, Barra blanca fundida;samel
saml.status.DS_10_249;1;2;%1% %2%, Barra blanca en orden;samel
saml.status.DS_10_249;5;2;%1% %2%, Barra blanca en orden;samel
saml.status.DS_10_25;1;2;%1% %2%, Lámpara roja en orden;samel
saml.status.DS_10_25;5;2;%1% %2%, Lámpara roja en orden;samel
saml.status.DS_10_252;1;2;%1% %2%, Focos destelleantes fundidos;samel
saml.status.DS_10_252;5;2;%1% %2%, Focos destelleantes fundidos;samel
saml.status.DS_10_253;1;2;%1% %2%, Focos destelleantes en orden;samel
saml.status.DS_10_253;5;2;%1% %2%, Focos destelleantes en orden;samel
saml.status.DS_10_28;1;2;%1% %2%, Lámpara roja 2 fundida;samel
saml.status.DS_10_28;5;2;%1% %2%, Lámpara roja 2 fundida;samel
saml.status.DS_10_29;1;2;%1% %2%, Lámpara roja 2 en orden;samel
saml.status.DS_10_29;5;2;%1% %2%, Lámpara roja 2 en orden;samel
saml.status.DS_10_32;1;2;%1% %2%, Lámpara blanca 3 fundida;samel
saml.status.DS_10_32;5;2;%1% %2%, Lámpara blanca 3 fundida;samel
saml.status.DS_10_33;1;2;%1% %2%, Lámpara blanca 3 en orden;samel
saml.status.DS_10_33;5;2;%1% %2%, Lámpara blanca 3 en orden;samel
saml.status.DS_10_36;1;2;%1% %2%, Lámpara blanca 1 fundida;samel
saml.status.DS_10_36;5;2;%1% %2%, Lámpara blanca 1 fundida;samel
saml.status.DS_10_37;1;2;%1% %2%, Lámpara blanca 1 en orden;samel
saml.status.DS_10_37;5;2;%1% %2%, Lámpara blanca 1 en orden;samel
saml.status.DS_10_4;1;2;%1% %2%, sin datos;samel
saml.status.DS_10_4;5;2;%1% %2%, sin datos;samel
saml.status.DS_10_40;1;2;%1% %2%, Lámpara blanca 2 fundida;samel
saml.status.DS_10_40;5;2;%1% %2%, Lámpara blanca 2 fundida;samel
saml.status.DS_10_41;1;2;%1% %2%, Lámpara blanca 2 en orden;samel
saml.status.DS_10_41;5;2;%1% %2%, Lámpara blanca 2 en orden;samel
saml.status.DS_10_44;1;2;%1% %2%, Lámpara blanca fundida;samel
saml.status.DS_10_44;5;2;%1% %2%, Lámpara blanca fundida;samel
saml.status.DS_10_45;1;2;%1% %2%, Lámpara blanca en orden;samel
saml.status.DS_10_45;5;2;%1% %2%, Lámpara blanca en orden;samel
saml.status.DS_10_48;1;2;%1% %2%, Lámpara azul fundida;samel
saml.status.DS_10_48;5;2;%1% %2%, Lámpara azul fundida;samel
saml.status.DS_10_49;1;2;%1% %2%, Lámpara azul en orden;samel
saml.status.DS_10_49;5;2;%1% %2%, Lámpara azul en orden;samel
saml.status.DS_10_5;1;2;%1% %2%, sin datos en orden;samel
saml.status.DS_10_5;5;2;%1% %2%, sin datos en orden;samel
saml.status.DS_10_52;1;2;%1% %2%, Lámpara indicadora 1 fundida;samel
saml.status.DS_10_52;5;2;%1% %2%, Lámpara indicadora 1 fundida;samel
saml.status.DS_10_53;1;2;%1% %2%, Lámpara indicadora 1 en orden;samel
saml.status.DS_10_53;5;2;%1% %2%, Lámpara indicadora 1 en orden;samel
saml.status.DS_10_56;1;2;%1% %2%, Lámpara indicadora 2 fundida;samel
saml.status.DS_10_56;5;2;%1% %2%, Lámpara indicadora 2 fundida;samel
saml.status.DS_10_57;1;2;%1% %2%, Lámpara indicadora 2 en orden;samel
saml.status.DS_10_57;5;2;%1% %2%, Lámpara indicadora 2 en orden;samel
saml.status.DS_10_60;1;2;%1% %2%, Lámpara indicadora 3 fundida;samel
saml.status.DS_10_60;5;2;%1% %2%, Lámpara indicadora 3 fundida;samel
saml.status.DS_10_61;1;2;%1% %2%, Lámpara indicadora 3 en orden;samel
saml.status.DS_10_61;5;2;%1% %2%, Lámpara indicadora 3 en orden;samel
saml.status.DS_10_64;1;2;%1% %2%, Proceso de recuperación;samel
saml.status.DS_10_64;5;2;%1% %2%, Proceso de recuperación;samel
saml.status.DS_10_68;1;2;%1% %2%, Lámpara indicadora 5 fundida;samel
saml.status.DS_10_68;5;2;%1% %2%, Lámpara indicadora 5 fundida;samel
saml.status.DS_10_69;1;2;%1% %2%, Lámpara indicadora 5 en orden;samel
saml.status.DS_10_69;5;2;%1% %2%, Lámpara indicadora 5 en orden;samel
saml.status.DS_10_72;1;2;%1% %2%, Lámpara verde 2 fundida;samel
saml.status.DS_10_72;5;2;%1% %2%, Lámpara verde 2 fundida;samel
saml.status.DS_10_73;1;2;%1% %2%, Lámpara verde 2 en orden;samel
saml.status.DS_10_73;5;2;%1% %2%, Lámpara verde 2 en orden;samel
saml.status.DS_10_76;1;2;%1% %2%, Indicadora de destino 1 fundida;samel
saml.status.DS_10_76;5;2;%1% %2%, Indicadora de destino 1 fundida;samel
saml.status.DS_10_77;1;2;%1% %2%, Indicadora de destino 1 en orden;samel
saml.status.DS_10_77;5;2;%1% %2%, Indicadora de destino 1 en orden;samel
saml.status.DS_10_8;1;2;%1% %2%, Lámpara verde 3 fundida;samel
saml.status.DS_10_8;5;2;%1% %2%, Lámpara verde 3 fundida;samel
saml.status.DS_10_80;1;2;%1% %2%, Indicadora de destino 2 fundida;samel
saml.status.DS_10_80;5;2;%1% %2%, Indicadora de destino 2 fundida;samel
saml.status.DS_10_81;1;2;%1% %2%, Indicadora de destino 2 en orden;samel
saml.status.DS_10_81;5;2;%1% %2%, Indicadora de destino 2 en orden;samel
saml.status.DS_10_84;1;2;%1% %2%, Indicadora de destino 3 fundida;samel
saml.status.DS_10_84;5;2;%1% %2%, Indicadora de destino 3 fundida;samel
saml.status.DS_10_85;1;2;%1% %2%, Indicadora de destino 3 en orden;samel
saml.status.DS_10_85;5;2;%1% %2%, Indicadora de destino 3 en orden;samel
saml.status.DS_10_88;1;2;%1% %2%, Indicadora de destino 4 fundida;samel
saml.status.DS_10_88;5;2;%1% %2%, Indicadora de destino 4 fundida;samel
saml.status.DS_10_89;1;2;%1% %2%, Indicadora de destino 4 en orden;samel
saml.status.DS_10_89;5;2;%1% %2%, Indicadora de destino 4 en orden;samel
saml.status.DS_10_9;1;2;%1% %2%, Lámpara verde 3 en orden;samel
saml.status.DS_10_9;5;2;%1% %2%, Lámpara verde 3 en orden;samel
saml.status.DS_10_92;1;2;%1% %2%, Indicadora de destino 5 fundida;samel
saml.status.DS_10_92;5;2;%1% %2%, Indicadora de destino 5 fundida;samel
saml.status.DS_10_93;1;2;%1% %2%, Indicadora de destino 5 en orden;samel
saml.status.DS_10_93;5;2;%1% %2%, Indicadora de destino 5 en orden;samel
saml.status.DS_10_96;1;2;%1% %2%, Lámpara roja, fundido filamento principal;samel
saml.status.DS_10_96;5;2;%1% %2%, Lámpara roja, fundido filamento principal;samel
saml.status.DS_10_97;1;2;%1% %2%, Lámpara roja, filamento principal en orden;samel
saml.status.DS_10_97;5;2;%1% %2%, Lámpara roja, filamento principal en orden;samel
saml.status.DS_11_0;1;2;%1% %2%, Lámpara verde fundida;samel
saml.status.DS_11_0;5;2;%1% %2%, Lámpara verde fundida;samel
saml.status.DS_11_1;1;2;%1% %2%, Lámpara verde en orden;samel
saml.status.DS_11_1;5;2;%1% %2%, Lámpara verde en orden;samel
saml.status.DS_11_12;1;2;%1% %2%, Lámpara amarilla fundida;samel
saml.status.DS_11_12;5;2;%1% %2%, Lámpara amarilla fundida;samel
saml.status.DS_11_13;1;2;%1% %2%, Lámpara amarilla en orden;samel
saml.status.DS_11_13;5;2;%1% %2%, Lámpara amarilla en orden;samel
saml.status.DS_11_16;1;2;%1% %2%, Lámpara amarilla 2 fundida;samel
saml.status.DS_11_16;5;2;%1% %2%, Lámpara amarilla 2 fundida;samel
saml.status.DS_11_17;1;2;%1% %2%, Lámpara amarilla 2 en orden;samel
saml.status.DS_11_17;5;2;%1% %2%, Lámpara amarilla 2 en orden;samel
saml.status.DS_11_20;1;2;%1% %2%, Lámpara amarilla 3 fundida;samel
saml.status.DS_11_20;5;2;%1% %2%, Lámpara amarilla 3 fundida;samel
saml.status.DS_11_21;1;2;%1% %2%, Lámpara amarilla 3 en orden;samel
saml.status.DS_11_21;5;2;%1% %2%, Lámpara amarilla 3 en orden;samel
saml.status.DS_11_24;1;2;%1% %2%, Lámpara violeta fundida;samel
saml.status.DS_11_24;5;2;%1% %2%, Lámpara violeta fundida;samel
saml.status.DS_11_25;1;2;%1% %2%, Lámpara violeta en orden;samel
saml.status.DS_11_25;5;2;%1% %2%, Lámpara violeta en orden;samel
saml.status.DS_11_28;1;2;%1% %2%, Lámpara violeta 2 fundida;samel
saml.status.DS_11_28;5;2;%1% %2%, Lámpara violeta 2 fundida;samel
saml.status.DS_11_29;1;2;%1% %2%, Lámpara violeta 2 en orden;samel
saml.status.DS_11_29;5;2;%1% %2%, Lámpara violeta 2 en orden;samel
saml.status.DS_11_32;1;2;%1% %2%, Lámpara blanca 3 fundida;samel
saml.status.DS_11_32;5;2;%1% %2%, Lámpara blanca 3 fundida;samel
saml.status.DS_11_33;1;2;%1% %2%, Lámpara blanca 3 en orden;samel
saml.status.DS_11_33;5;2;%1% %2%, Lámpara blanca 3 en orden;samel
saml.status.DS_11_36;1;2;%1% %2%, Lámpara blanca 1 fundida;samel
saml.status.DS_11_36;5;2;%1% %2%, Lámpara blanca 1 fundida;samel
saml.status.DS_11_37;1;2;%1% %2%, Lámpara blanca 1 en orden;samel
saml.status.DS_11_37;5;2;%1% %2%, Lámpara blanca 1 en orden;samel
saml.status.DS_11_4;1;2;%1% %2%, sin datos;samel
saml.status.DS_11_4;5;2;%1% %2%, sin datos;samel
saml.status.DS_11_40;1;2;%1% %2%, Lámpara blanca 2 fundida;samel
saml.status.DS_11_40;5;2;%1% %2%, Lámpara blanca 2 fundida;samel
saml.status.DS_11_41;1;2;%1% %2%, Lámpara blanca 2 en orden;samel
saml.status.DS_11_41;5;2;%1% %2%, Lámpara blanca 2 en orden;samel
saml.status.DS_11_44;1;2;%1% %2%, Lámpara blanca fundida;samel
saml.status.DS_11_44;5;2;%1% %2%, Lámpara blanca fundida;samel
saml.status.DS_11_45;1;2;%1% %2%, Lámpara blanca en orden;samel
saml.status.DS_11_45;5;2;%1% %2%, Lámpara blanca en orden;samel
saml.status.DS_11_48;1;2;%1% %2%, Lámpara azul fundida;samel
saml.status.DS_11_48;5;2;%1% %2%, Lámpara azul fundida;samel
saml.status.DS_11_49;1;2;%1% %2%, Lámpara azul en orden;samel
saml.status.DS_11_49;5;2;%1% %2%, Lámpara azul en orden;samel
saml.status.DS_11_5;1;2;%1% %2%, sin datos en orden;samel
saml.status.DS_11_5;5;2;%1% %2%, sin datos en orden;samel
saml.status.DS_11_52;1;2;%1% %2%, Lámpara indicadora 1 fundida;samel
saml.status.DS_11_52;5;2;%1% %2%, Lámpara indicadora 1 fundida;samel
saml.status.DS_11_53;1;2;%1% %2%, Lámpara indicadora 1 en orden;samel
saml.status.DS_11_53;5;2;%1% %2%, Lámpara indicadora 1 en orden;samel
saml.status.DS_11_56;1;2;%1% %2%, Lámpara indicadora 2 fundida;samel
saml.status.DS_11_56;5;2;%1% %2%, Lámpara indicadora 2 fundida;samel
saml.status.DS_11_57;1;2;%1% %2%, Lámpara indicadora 2 en orden;samel
saml.status.DS_11_57;5;2;%1% %2%, Lámpara indicadora 2 en orden;samel
saml.status.DS_11_60;1;2;%1% %2%, Lámpara indicadora 3 fundida;samel
saml.status.DS_11_60;5;2;%1% %2%, Lámpara indicadora 3 fundida;samel
saml.status.DS_11_61;1;2;%1% %2%, Lámpara indicadora 3 en orden;samel
saml.status.DS_11_61;5;2;%1% %2%, Lámpara indicadora 3 en orden;samel
saml.status.DS_11_64;1;2;%1% %2%, Proceso de recuperación;samel
saml.status.DS_11_64;5;2;%1% %2%, Proceso de recuperación;samel
saml.status.DS_11_68;1;2;%1% %2%, Lámpara indicadora 5 fundida;samel
saml.status.DS_11_68;5;2;%1% %2%, Lámpara indicadora 5 fundida;samel
saml.status.DS_11_69;1;2;%1% %2%, Lámpara indicadora 5 en orden;samel
saml.status.DS_11_69;5;2;%1% %2%, Lámpara indicadora 5 en orden;samel
saml.status.DS_11_72;1;2;%1% %2%, Lámpara verde 2 fundida;samel
saml.status.DS_11_72;5;2;%1% %2%, Lámpara verde 2 fundida;samel
saml.status.DS_11_73;1;2;%1% %2%, Lámpara verde 2 en orden;samel
saml.status.DS_11_73;5;2;%1% %2%, Lámpara verde 2 en orden;samel
saml.status.DS_11_76;1;2;%1% %2%, Indicadora de destino 1 fundida;samel
saml.status.DS_11_76;5;2;%1% %2%, Indicadora de destino 1 fundida;samel
